userName,content,score,at,sentiment,clean_text
مستخدم Google,التطبيق ممتاز ولكن بعض العاملين للتوصيل سيئون لايستجيب للاتصال ويلغي الاوردر من نفسه أرجو الدقة في اختيار العاملين وأيضا بعض المطاعم سيئة جدا ودائما عندي مشكلة مع الأوردر منه دائما يأتيني ناقص وعندما تعود لي نقود الأشياء الناقصة لا أستطيع أن أحصل عليها في الطلب التالي لأني ليس عندي فيزا ولكن أشتري بالكاش عند الاستلام أرجو أن يكون هناك حل لهذه المشكلة,5,2025-07-24 14:39:20,positive,التطبيق ممتاز العاملين للتوصيل سيئون لايستجيب للاتصال ويلغي الاوردر نفسه ارجو الدقه اختيار العاملين وايضا المطاعم سيئه جدا ودائما عندي مشكله الاوردر دائما ياتيني ناقص وعندما تعود نقود الاشياء الناقصه استطيع ان احصل عليها الطلب التالي لاني عندي فيزا اشتري بالكاش الاستلام ارجو ان يكون حل لهذه المشكله
مستخدم Google,جميلة,5,2025-07-24 13:54:01,positive,جميله
مستخدم Google,تطبيق مريح جدًا,5,2025-07-24 13:12:59,positive,مريح جدا
مستخدم Google,من افضل البرامج وسلس وسهل وموجود عليه جميع الاقسام وكل شئ ومن اهم مميزاته متابعة الطلب في الطريق وتحديد موعد وصوله بدقة,5,2025-07-24 12:31:43,positive,افضل البرامج وسلس وسهل وموجود الاقسام وكل شئ اهم مميزاته متابعه الطلب الطريق وتحديد موعد وصوله بدقه
مستخدم Google,مو راااااااضي يشتغل 🤔🤔🤔 أرجو تفعيل النمط الليلي the dark mode ارجو التحديث 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,1,2025-07-24 12:24:24,negative,مو راااااااضي يشتغل ارجو تفعيل النمط الليلي ارجو التحديث
مستخدم Google,جيد بس غالي,2,2025-07-24 12:04:43,negative,جيد غالي
مستخدم Google,برنامج ممتاز بس ولله من كم يوم طلبت اشياء و كان الحساب 48 ج و بعد كم يوم طلبت نفس الأشياء و جاني الحساب 84 ج و بي نفس التوقيت تقريبا فما بعرف المشكلة من التلفون ولا التطبيق وبس برنامج حلوا و ممتاز و انصحكم بي,3,2025-07-24 10:14:06,neutral,ممتاز ولله يوم طلبت اشياء الحساب يوم طلبت الاشياء جاني الحساب التوقيت تقريبا فما بعرف المشكله التلفون التطبيق وبس حلوا ممتاز انصحكم
مستخدم Google,متوفر كل شيئ,5,2025-07-24 09:49:45,positive,متوفر شيئ
مستخدم Google,ح،ذاري تطلب بالكر.يد.ت زfت,1,2025-07-24 07:11:02,negative,ح،ذاري تطلب بالكر يد
مستخدم Google,سريييييع التوصيل و مجاني,5,2025-07-24 05:28:02,positive,سريييييع التوصيل مجاني
مستخدم Google,أفضل خدمة توصيل في العراق بغداد,5,2025-07-24 03:26:50,positive,افضل خدمه توصيل العراق بغداد
مستخدم Google,شركه وسخه واللمسكنها ناس وسخه انا عملت الغاء للتطبيق الوسخ ده,1,2025-07-24 03:04:51,negative,شركه وسخه واللمسكنها ناس وسخه عملت الغاء للتطبيق الوسخ ده
مستخدم Google,تطبيق جميل جدن,5,2025-07-24 02:25:12,positive,جميل جدن
مستخدم Google,كتير منتاز,5,2025-07-24 00:10:30,positive,كتير منتاز
مستخدم Google,أكثر من ممتاز,5,2025-07-24 00:08:33,positive,اكثر ممتاز
مستخدم Google,ممتاز,5,2025-07-23 21:55:30,positive,ممتاز
مستخدم Google,التوصيل ما يجي علا المكان توترز ايريح البال نجمه اهواي,1,2025-07-23 21:54:50,negative,التوصيل يجي علا المكان توترز ايريح البال نجمه اهواي
مستخدم Google,عن جد ولا غلطة,5,2025-07-23 21:54:46,positive,جد غلطه
مستخدم Google,روووعه,5,2025-07-23 21:23:50,positive,روووعه
مستخدم Google,اخيس موقع في العالم,1,2025-07-23 20:54:52,negative,اخيس موقع العالم
مستخدم Google,البرنامج صار مدة ميشتغل عندي,3,2025-07-23 20:33:36,neutral,البرنامج مده ميشتغل عندي
مستخدم Google,من اجمل التطبيقات المستخدمة واسرع البرامج وانظف اكل يا توصيله من خلال طلبات,5,2025-07-23 20:20:45,positive,اجمل التطبيقات المستخدمه واسرع البرامج وانظف اكل توصيله خلال
مستخدم Google,جيدة لا مشكلة التوصيل يتأخر بين 5 أو 10 دقائق,3,2025-07-23 20:06:12,neutral,جيده مشكله التوصيل يتاخر دقائق
مستخدم Google,ممتاز,5,2025-07-23 20:05:55,positive,ممتاز
مستخدم Google,التوصيل والضريبة مبالغهم كتيرة,1,2025-07-23 19:54:51,negative,التوصيل والضريبه مبالغهم كتيره
مستخدم Google,ممتازه جدا,5,2025-07-23 19:43:00,positive,ممتازه جدا
مستخدم Google,من خلال تجربتي هو فعلا تطبيق رائع وسهل وبسيط في الشراء ولكن عندى ملحوظة صغيرة.. لماذا لاتوجد بعض المحلات التجارية اكون حابب لو كل المحلات التجارية تكون موجودة علي التطبيق وشكرا,5,2025-07-23 18:54:42,positive,خلال تجربتي فعلا رائع وسهل وبسيط الشراء عندي ملحوظه صغيره لماذا لاتوجد المحلات التجاريه اكون حابب المحلات التجاريه تكون موجوده التطبيق وشكرا
مستخدم Google,فخامه,5,2025-07-23 18:24:42,positive,فخامه
مستخدم Google,رائع,5,2025-07-23 18:20:49,positive,رائع
مستخدم Google,ممتازين,5,2025-07-23 15:57:41,positive,ممتازين
مستخدم Google,لا بقلا,2,2025-07-23 15:50:12,negative,بقلا
مستخدم Google,جميل جداً جداً يأتي قسام بخصومات كثيره جداً وسحب على سيارة,5,2025-07-23 15:02:40,positive,جميل جدا جدا ياتي قسام بخصومات كثيره جدا وسحب سياره
مستخدم Google,كوبونات مش شغاله عيب تضحكو علينا,1,2025-07-23 13:54:14,negative,كوبونات مش شغاله عيب تضحكو علينا
مستخدم Google,لا يوجد اي مبرر لوضع رسوم الخدمة وتعميمها على كل المنتجات يجب أن تلغى والاكتفاء برسوم التوصيل فقط.,1,2025-07-23 13:45:28,negative,يوجد اي مبرر لوضع رسوم الخدمه وتعميمها المنتجات يجب ان تلغي والاكتفاء برسوم التوصيل فقط
مستخدم Google,غالي شويه,5,2025-07-23 13:10:43,positive,غالي شويه
مستخدم Google,😘😘😘😍,5,2025-07-23 12:46:44,positive,
مستخدم Google,❤️❤️,5,2025-07-23 12:41:00,positive,
مستخدم Google,very good application,5,2025-07-23 12:04:15,positive,
مستخدم Google,برنامج مساعد جدا في ترتيب الاكل اسعاره مناسبه اكثر من باقي البرامج والحلو بي خصوماته متخلص عات اديكم ولله ع الترتيب هذا,5,2025-07-23 11:58:36,positive,مساعد جدا ترتيب الاكل اسعاره مناسبه اكثر باقي البرامج والحلو خصوماته متخلص عات اديكم ولله الترتيب
مستخدم Google,راءع,4,2025-07-23 11:45:38,positive,راءع
مستخدم Google,زي الفل 👍,5,2025-07-23 09:27:45,positive,زي الفل
مستخدم Google,تجربة رائعة حقا,5,2025-07-23 08:10:20,positive,تجربه رائعه
مستخدم Google,الافضل,5,2025-07-23 08:01:29,positive,الافضل
مستخدم Google,بقالي فترة كويسه مستخدمه طلبات و بصراحه ممتاز بس في تعليق صغير .. انا طلبت اوردر متاخر و جالي علي 2 صباحا و خلاص المفروض تمام ابص الاقي فوق الاربع اتصالات الساعه 3ونص عشان التقييم ... طيب دا ينفع و كلها ارقام مختلفه اتصاللت صحت حرفيا البيت .. مردتش مره خلاص لا دا في الحاح اوفر ف الاتصالات😤,4,2025-07-23 04:39:15,positive,بقالي فتره كويسه مستخدمه بصراحه ممتاز تعليق صغير طلبت اوردر متاخر جالي صباحا خلاص المفروض تمام ابص الاقي الاربع اتصالات الساعه ونص عشان التقييم طيب دا ينفع كلها ارقام مختلفه اتصاللت صحت حرفيا البيت مردتش مره خلاص دا الحاح اوفر الاتصالات
مستخدم Google,بيسهل التسوق,5,2025-07-23 03:57:12,positive,بيسهل التسوق
مستخدم Google,فول اومكفول اوحسن من أم الول,5,2025-07-23 03:56:29,positive,فول اومكفول اوحسن ام الول
مستخدم Google,كثير بجنننننننننننننننننن رائع,5,2025-07-23 02:20:22,positive,كثير بجنننننننننننننننننن رائع
مستخدم Google,جميل,5,2025-07-23 02:01:15,positive,جميل
مستخدم Google,حلو احلا مطعم,5,2025-07-23 01:47:05,positive,حلو احلا مطعم
مستخدم Google,سيئ جدا و توصيل غالي كثير زائد رسوم خدمه زائد ضريبه مبيعات,1,2025-07-23 01:13:40,negative,سيئ جدا توصيل غالي كثير زائد رسوم خدمه زائد ضريبه مبيعات
مستخدم Google,بجنن,5,2025-07-23 00:37:28,positive,بجنن
مستخدم Google,ممتارز,5,2025-07-23 00:28:54,positive,ممتارز
مستخدم Google,زفت وقطران وزبالة انا بعانى بقى لى شهر علشان تعرف تضيف اى منتج فى السلة مفيش اى استجابة فالحين بس تخصمو الاشتراك كل شهر على ايه اصلا والبرنامج اساس منظر على الموبيل لا تستطيع عمل اى اوردر نهائي من اى محل لو فيه اقل من النجمة كنت عملتها قسما بالله ايه الارف ده,1,2025-07-22 23:24:22,negative,زفت وقطران وزباله بعاني بقي شهر علشان تعرف تضيف اي منتج السله مفيش اي استجابه فالحين تخصمو الاشتراك شهر ايه اصلا والبرنامج اساس منظر الموبيل تستطيع عمل اي اوردر نهائي اي محل اقل النجمه كنت عملتها قسما بالله ايه الارف ده
مستخدم Google,رائعه,5,2025-07-22 23:21:33,positive,رائعه
مستخدم Google,افشل تطبيق صار ساعه اطلب وماكو شي,1,2025-07-22 23:10:35,negative,افشل ساعه اطلب وماكو شي
مستخدم Google,جيد,5,2025-07-22 23:03:27,positive,جيد
مستخدم Google,شركة محترمة,5,2025-07-22 22:41:08,positive,شركه محترمه
مستخدم Google,في مشكله لازم رقم الشقه,3,2025-07-22 22:29:21,neutral,مشكله لازم رقم الشقه
مستخدم Google,برنامج رائع,5,2025-07-22 22:11:52,positive,رائع
مستخدم Google,مميزة,5,2025-07-22 21:56:45,positive,مميزه
مستخدم Google,برنامج رائع,5,2025-07-22 21:55:33,positive,رائع
مستخدم Google,تطبيق ممتاز,5,2025-07-22 21:41:53,positive,ممتاز
مستخدم Google,جدا جدا جدا جدا جيد,5,2025-07-22 21:03:43,positive,جدا جدا جدا جدا جيد
مستخدم Google,والله نصبين وحرميه ونا مسحتو اصلا مش هاتعامل معاهم تاني,1,2025-07-22 20:44:00,negative,والله نصبين وحرميه ونا مسحتو اصلا مش هاتعامل معاهم تاني
مستخدم Google,ممتاز,5,2025-07-22 19:41:42,positive,ممتاز
مستخدم Google,تجربة التوصيل جيدة,5,2025-07-22 19:34:21,positive,تجربه التوصيل جيده
مستخدم Google,نظافه الأكل وسرعه في التوصيل,5,2025-07-22 19:12:02,positive,نظافه الاكل وسرعه التوصيل
مستخدم Google,top 1,5,2025-07-22 18:35:30,positive,
مستخدم Google,يلاه طلبات بدنا نشوف تعليقات حلوه حتى نقدر نطلب منكم بكل امان واريحيه 😍😂,5,2025-07-22 18:23:07,positive,يلاه بدنا نشوف تعليقات حلوه حتي نقدر نطلب منكم بكل امان واريحيه
مستخدم Google,واو,5,2025-07-22 17:33:16,positive,
مستخدم Google,أحسن موقع اقدر اشتري منه الطلابات و الأكل دايما بيجي سخن,5,2025-07-22 17:03:49,positive,احسن موقع اقدر اشتري الطلابات الاكل دايما بيجي سخن
مستخدم Google,رائع جدا جدا,5,2025-07-22 14:26:32,positive,رائع جدا جدا
مستخدم Google,رائع,5,2025-07-22 14:20:07,positive,رائع
مستخدم Google,تطبيق سيء جدا ليس لديهم تواصل ومعامله مع الزبون,1,2025-07-22 13:52:00,negative,سيء جدا لديهم تواصل ومعامله الزبون
مستخدم Google,بدنا نربح البي أم عشان يزول الهم هههههههه نتمنى لكم المزيد من التقدم والتوفيق,5,2025-07-22 12:43:45,positive,بدنا نربح البي ام عشان يزول الهم هههههههه نتمني المزيد التقدم والتوفيق
مستخدم Google,تطبيق رائع ماشاء الله تبارك الله,5,2025-07-22 11:55:07,positive,رائع ماشاء الله تبارك الله
مستخدم Google,جامد,5,2025-07-22 10:55:57,positive,جامد
مستخدم Google,good,5,2025-07-22 09:50:17,positive,
مستخدم Google,تطبيق ولا اروع حتا توصيل مجاني ولباب بيتك شكرا,5,2025-07-22 05:25:59,positive,اروع حتا توصيل مجاني ولباب بيتك شكرا
مستخدم Google,ممتاز,5,2025-07-22 03:57:40,positive,ممتاز
مستخدم Google,نصيحه يخوان لا حدا يوصي طريقه الفيزه بخصمو فلوسك وبسرقو طلب وبعديها بحكولك 60 دقيقه ومنرجعلك المبلغ وبروحن عليكو,1,2025-07-22 03:48:56,negative,نصيحه يخوان حدا يوصي طريقه الفيزه بخصمو فلوسك وبسرقو وبعديها بحكولك دقيقه ومنرجعلك المبلغ وبروحن عليكو
مستخدم Google,جيد جدا يا جماعه,5,2025-07-22 03:15:19,positive,جيد جدا جماعه
مستخدم Google,ممتاز,5,2025-07-22 02:51:56,positive,ممتاز
مستخدم Google,الطتبيق حلو جدا و يوضل اكل في تقريبا نصف ساعة او 45 دقيقة فقط,5,2025-07-22 02:31:19,positive,الطتبيق حلو جدا يوضل اكل تقريبا نصف ساعه دقيقه فقط
مستخدم Google,نفسي اشارك و يستاهل١٠ من١٠لان جميل وايستاهل,5,2025-07-22 01:46:50,positive,نفسي اشارك يستاهل منلان جميل وايستاهل
مستخدم Google,جميل جدا والله,5,2025-07-22 01:35:53,positive,جميل جدا والله
مستخدم Google,التوصيل سريع و ممتاز الصراحة من افضل التطبيقات الي استخدمتها,5,2025-07-22 00:47:28,positive,التوصيل سريع ممتاز الصراحه افضل التطبيقات الي استخدمتها
مستخدم Google,ممتازه,5,2025-07-21 23:51:33,positive,ممتازه
مستخدم Google,افضل تطبيق,5,2025-07-21 23:44:26,positive,افضل
مستخدم Google,سىء ومفيش احترام ف التعامل من قبل موظف التسليم لا انصح بتحميله,5,2025-07-21 22:49:23,positive,سيء ومفيش احترام التعامل موظف التسليم انصح بتحميله
مستخدم Google,رسوم مرتفعه,1,2025-07-21 22:44:35,negative,رسوم مرتفعه
مستخدم Google,احترام المواعيد وجوده عاليه,5,2025-07-21 21:58:51,positive,احترام المواعيد وجوده عاليه
مستخدم Google,حلو كتير وسهل,5,2025-07-21 21:56:33,positive,حلو كتير وسهل
مستخدم Google,ممتاز جدا,5,2025-07-21 21:41:50,positive,ممتاز جدا
مستخدم Google,برنامج رائع يستحق ١٠نجوم والله,5,2025-07-21 21:36:54,positive,رائع يستحق نجوم والله
مستخدم Google,ممتاز,5,2025-07-21 21:22:54,positive,ممتاز
مستخدم Google,ممتاز,5,2025-07-21 21:01:01,positive,ممتاز
مستخدم Google,جيدة,5,2025-07-21 20:58:31,positive,جيده
مستخدم Google,ممتاز,5,2025-07-21 20:47:58,positive,ممتاز
مستخدم Google,🫵💋💋💋💋,5,2025-07-21 20:44:29,positive,
مستخدم Google,التجربه حلوه حيل ومتوفر عندهم كل شي اكل ولوازم البيت و الصحه و التجميل 💄 والتوصيل سريع بس مو حيل يعني ٣٠ دقيقه او ٤٠ بس مناسب,4,2025-07-21 20:27:17,positive,التجربه حلوه حيل ومتوفر عندهم شي اكل ولوازم البيت الصحه التجميل والتوصيل سريع مو حيل يعني دقيقه مناسب
مستخدم Google,كنت من محبيه لكن بعد فتره خرب البرنامج كمت ما اكدر اطلب اي شيء,1,2025-07-21 20:16:06,negative,كنت محبيه فتره خرب البرنامج كمت اكدر اطلب اي شيء
مستخدم Google,exlant,5,2025-07-21 19:15:15,positive,
مستخدم Google,ممتاز,5,2025-07-21 19:07:34,positive,ممتاز
مستخدم Google,سهل وسريع وامن👌💕💕💕☺️😉,5,2025-07-21 18:28:12,positive,سهل وسريع وامن
مستخدم Google,ممتاز,5,2025-07-21 18:12:19,positive,ممتاز
مستخدم Google,تجربه سيئه تطبيق ليس به مصدقيه دفع اكثر من الفاتوره وعامل توصيل اسلوبه سيئ سابقا ومنتجات اوشكت علي الانتهاء بالصلاحيه وليس هناك تواصل بعد تقديم شكوى بالتقييم والمنتجات غير نظيفه بالمره وسوء تخزين,1,2025-07-21 17:58:59,negative,تجربه سيئه مصدقيه دفع اكثر الفاتوره وعامل توصيل اسلوبه سيئ سابقا ومنتجات اوشكت الانتهاء بالصلاحيه وليس تواصل تقديم شكوي بالتقييم والمنتجات نظيفه بالمره وسوء تخزين
مستخدم Google,ممتاز,4,2025-07-21 17:46:17,positive,ممتاز
مستخدم Google,✨️منقذ,5,2025-07-21 17:21:36,positive,منقذ
مستخدم Google,جيدة,4,2025-07-21 16:47:18,positive,جيده
مستخدم Google,احسن تطبيق توصيل و السواق محترمين و التوصيل سريع و سعر التوصيل ارخص من باقي التطبيقات,5,2025-07-21 16:44:03,positive,احسن توصيل السواق محترمين التوصيل سريع سعر التوصيل ارخص باقي التطبيقات
مستخدم Google,تطبيق جيد وسهل الاستخدام شكرا على مجهوداتكم 👌🏻,5,2025-07-21 16:34:18,positive,جيد وسهل الاستخدام شكرا مجهوداتكم
مستخدم Google,برنامج معفن اذا عندك مشكلة ما تقدر تتوصل مع حد لا في أرقام تواصل او التحدث من خلال الشات,1,2025-07-21 15:03:25,negative,معفن اذا عندك مشكله تقدر تتوصل حد ارقام تواصل التحدث خلال الشات
مستخدم Google,انا شغال طلبات,5,2025-07-21 14:05:25,positive,شغال
مستخدم Google,ممتاز,5,2025-07-21 13:35:56,positive,ممتاز
مستخدم Google,ما شاء الله تطبيق مميز وخدمة توصيل سريعه,5,2025-07-21 13:28:46,positive,شاء الله مميز وخدمه توصيل سريعه
مستخدم Google,جيد جدأ,5,2025-07-21 13:12:28,positive,جيد جدا
مستخدم Google,ممتازه,5,2025-07-21 13:10:11,positive,ممتازه
مستخدم Google,👍👍👍👍👍👍تطبيق رائع,5,2025-07-21 12:15:03,positive,رائع
مستخدم Google,مش فاتح كل المطاعم فى كل المناطق مش عارف ليه,4,2025-07-21 12:06:50,positive,مش فاتح المطاعم المناطق مش عارف ليه
مستخدم Google,شكرا كتير,5,2025-07-21 10:26:11,positive,شكرا كتير
مستخدم Google,ممتاز,5,2025-07-21 10:20:05,positive,ممتاز
مستخدم Google,فاشل + فاشل + انكس + انكسسس+ اخراااا تطبيقققققق ماكو هيج شي جوعانههههه وكتتتتتتتتت رقمممممممممممم🤨🤨🤨🤨,1,2025-07-21 06:53:08,negative,فاشل فاشل انكس انكسسس اخراااا تطبيقققققق ماكو هيج شي جوعانههههه وكتتتتتتتتت رقمممممممممممم
مستخدم Google,صعوبة في تنفيذ،طلبي,1,2025-07-21 05:39:41,negative,صعوبه تنفيذ،طلبي
مستخدم Google,زاكي اكلكو بس في قطع تكون ناقصه,5,2025-07-21 04:53:22,positive,زاكي اكلكو قطع تكون ناقصه
مستخدم Google,بصراحه التطبيق جميل قوي وفي مطاعم جميله قوي جربت من عند اول تجربه كانت مجاني بسرعه التطبيق جميل قوي قوي,4,2025-07-21 04:46:04,positive,بصراحه التطبيق جميل قوي وفي مطاعم جميله قوي جربت اول تجربه كانت مجاني بسرعه التطبيق جميل قوي قوي
مستخدم Google,تجربه ممتازه,5,2025-07-21 02:56:08,positive,تجربه ممتازه
مستخدم Google,ممتاز,5,2025-07-21 02:45:31,positive,ممتاز
مستخدم Google,جدآ حلو وجميل وسريع,5,2025-07-21 02:43:04,positive,جدا حلو وجميل وسريع
مستخدم Google,ياريت خدمه التوصيل تبقي اقل من كده,5,2025-07-21 02:37:55,positive,ياريت خدمه التوصيل تبقي اقل كده
مستخدم Google,كلش حلو,5,2025-07-21 02:13:35,positive,كلش حلو
مستخدم Google,ممتاز,5,2025-07-21 01:11:23,positive,ممتاز
مستخدم Google,ممتازه جدا,5,2025-07-21 00:48:01,positive,ممتازه جدا
مستخدم Google,تطبيق سي طلبت طلب أعطاني نص ساعة بس بعد نص ساعة بيقول انه باقي له نص ساعة,1,2025-07-21 00:43:57,negative,سي طلبت اعطاني نص ساعه نص ساعه بيقول انه باقي نص ساعه
مستخدم Google,♥️,5,2025-07-21 00:22:39,positive,
مستخدم Google,حقيقة رائعين و توصيل سريع و معامله جيده,5,2025-07-21 00:08:47,positive,حقيقه رائعين توصيل سريع معامله جيده
مستخدم Google,تطبيق عجيب وسريع بس احتاج لتعديل البرو تكون الطلبات بدون حد ادني,5,2025-07-20 23:46:52,positive,عجيب وسريع احتاج لتعديل البرو تكون الطلبات بدون حد ادني
مستخدم Google,الطلبات ف اسرع وقت بتوصل,5,2025-07-20 22:59:10,positive,الطلبات اسرع وقت بتوصل
مستخدم Google,بجد يعنى مسهلك الحوار بطريقه فوق الاوفر ومش حاطط انه بعد ما يوصل يقولك ضرايب لا زى ما مكتوب زى ما هتدفع وكمان القسائم بتساعد,5,2025-07-20 22:58:56,positive,بجد يعني مسهلك الحوار بطريقه الاوفر ومش حاطط انه يوصل يقولك ضرايب زي مكتوب زي هتدفع وكمان القسائم بتساعد
مستخدم Google,رائع,5,2025-07-20 22:58:30,positive,رائع
مستخدم Google,ممتاز,5,2025-07-20 21:38:50,positive,ممتاز
مستخدم Google,ممتاز ولكن الطلبات بتيجي متبهدله شويه ط,5,2025-07-20 21:08:56,positive,ممتاز الطلبات بتيجي متبهدله شويه
مستخدم Google,ممتاز,5,2025-07-20 20:55:19,positive,ممتاز
مستخدم Google,الصخومات ولا خلطه,5,2025-07-20 20:45:32,positive,الصخومات خلطه
مستخدم Google,amazing,5,2025-07-20 20:38:50,positive,
مستخدم Google,ممتاز وصحي,5,2025-07-20 20:16:58,positive,ممتاز وصحي
